event_name,event_subtitle,description,exhibited_products,parser_notes,date_start,date_end,date_range_display,city,venue_name,venue_address,themes,tags,member_count,visitor_count,expomap_url,external_url,canceled,status,parse_status,missing_fields,source_page
RosUpack 2026,30-я Международная юбилейная выставка упаковочной индустрии,,"Упаковочное оборудование; <br />
Оборудование для производства упаковки; <br />
Готовая упаковка (стеклотара, укупорка, одноразовая посуда, подарочная, транспортаня упаковка, POSM)<br />
Этикетка<br />
Сырье и материалы; <br />
Складские системы; <br />
Оборудование для переработки упаковки<br />
Оборудование и материалы для ЦБП",,2026-06-16T00:00:00,2026-06-19T23:59:59.999999,2026-06-16T00:00:00 — 2026-06-19T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464",Промышленность; Упаковка,Тара; Упаковка; Упаковочное оборудование; Упаковочные машины; Упаковочные материалы; Производство упаковочных материалов; Пакетирование; Переработка и утилизация; Этикетки,1000,30000,https://expomap.ru/expo/rosupack/,,no,active,ok,,3
СПТО.Краны 2026,Выставка спецтехники и подъемно-транспортного оборудования,,"<p>Подъемно-транспортное оборудование всех видов и классификаций<br />
Морские краны и портовое оборудование<br />
Автомобильные и башенные краны<br />
Складская техника и подъемные механизмы<br />
Строительная и дорожная техника<br />
Системы управления и автоматизации<br />
Комплектующие, запчасти, сервис<br />
Аренда и услуги</p>",,2026-06-17T00:00:00,2026-06-19T23:59:59.999999,2026-06-17T00:00:00 — 2026-06-19T23:59:59.999999,Москва,ВДНХ,"пр. Мира, 119с75, Москва, Россия, 129223",Строительство; Транспорт и логистика,Строительное оборудование; Подъемное оборудование; Портовое оборудование и технологии; Строительные технологии; Оборудование; Оборудование; Строительная техника,,,https://expomap.ru/expo/sptokrany/,,no,active,ok,,3
Moscow Yacht Show 2026,Международная выставка яхт и катеров,,"Катера<br />
Яхты<br />
Моторные лодки<br />
Гидроциклы<br />
Туристические предложения",,2026-06-18T00:00:00,2026-06-21T23:59:59.999999,2026-06-18T00:00:00 — 2026-06-21T23:59:59.999999,Москва,,,Судостроение,Катера и яхты; Дизайн судов; Яхтенный спорт; Судовое оборудование,,,https://expomap.ru/expo/moscow-yacht-show/,,no,active,ok,venue_address; venue_name,3
WOWBIZ 2026,национальная бизнес-премия и конференция,,"инновация года<br />
результат года<br />
прорыв года<br />
креативное решение года<br />
трансформация года",,2026-06-19T00:00:00,2026-06-19T23:59:59.999999,2026-06-19T00:00:00 — 2026-06-19T23:59:59.999999,Москва,,,"Фестивали и ярмарки; Финансы, банки, инвестиции; Реклама, маркетинг, PR",Управление финансами; Премии,,,https://expomap.ru/expo/wowbiz/,,no,active,ok,venue_address; venue_name,3
ReIndustry Expo 2026,Выставка технологий и IT-решений для модернизации производства и логистики,,,,2026-06-24T00:00:00,2026-06-26T23:59:59.999999,2026-06-24T00:00:00 — 2026-06-26T23:59:59.999999,Москва,Тимирязев Центр,"Верхняя аллея, 6, стр. 1",Промышленность; Транспорт и логистика; IT и цифровые технологии,Промышленное производство; Логистика; Производственная логистика; IT и Цифровые Технологии,,,https://expomap.ru/expo/reindustry-expo/2026/,,no,active,ok,,3
ECOM Expo 2026,выставка для интернет-торговли,,"Новые технологии и сервисы интернет-торговли<br />
Маркетинг и реклама<br />
Транспорт и логистика<br />
Сервисы фулфилмента<br />
Сбор данных и аналитики<br />
Продажи и отношения с клиентами.<br />
Приём и обработка платежей<br />
Оборудование IT-решений",,2026-06-24T00:00:00,2026-06-25T23:59:59.999999,2026-06-24T00:00:00 — 2026-06-25T23:59:59.999999,Москва,Тимирязев Центр,"Верхняя аллея, 6, стр. 1",Транспорт и логистика; E-commerce и торговля; IT и цифровые технологии,Технологии торговли и ритейла; Веб-разработка; Интернет-проекты; Электронная коммерция; Интернет-торговля; Логистика; Электронная коммерция; IT и Цифровые Технологии,260,9200,https://expomap.ru/expo/ecom-expo/,,no,active,ok,,3
Индустрия Камня 2026,Международная выставка,,"Геологическая разведка<br />
Разработка месторождений<br />
Нерудные месторождения<br />
Буровзрывные работы<br />
Необработанный камень, блоки, слэбы<br />
Камень в архитектуре<br />
Облицовочный камень, изделия, облицовочные работы<br />
Оборудование для обработки природного камня<br />
Инструмент для обработки природного камня<br />
Монументальное искусство, художественные изделия<br />
Ритуальные изделия из камня<br />
Уход и сохранение камня<br />
Реставрационные работы<br />
Архитектурные проекты<br />
Складская и транспортная логистика<br />
Информация<br />
Экология",,2026-06-24T00:00:00,2026-06-26T23:59:59.999999,2026-06-24T00:00:00 — 2026-06-26T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464",Строительство; Ландшафт и сад,Камень; Инженерные работы; Оборудование; Отделочные материалы,294,7344,https://expomap.ru/expo/industrija-kamnja/,,no,active,ok,,3
WELLBEING EXPO Summer 2026,Выставка благополучия и продуктивности,,"Кровати<br />_x000D_
Матрасы и подушки<br />_x000D_
Наматрасники и постельное белье<br />_x000D_
Одежда для сна<br />_x000D_
Шторы блэкаут<br />_x000D_
Аксессуары для сна в дороге<br />_x000D_
Гаджеты для отслеживания и мониторинга сна<br />_x000D_
Капсулы для сна<br />_x000D_
Респираторные средства и средства от храпа<br />_x000D_
Оборудование для проветривания и микроклимата<br />_x000D_
Профессиональное сомнологическое оборудование<br />_x000D_
Снотворные (натуральные и фармацевтические)<br />_x000D_
Косметика. Расслабляющий уход. Аромадиффузоры<br />_x000D_
БАД и альтернативные методы лечения нарушения сна<br />_x000D_
Консультанты по сну<br />_x000D_
Врачи-сомнологи<br />_x000D_
Сомнологические клиники<br />_x000D_
Неврологи<br />_x000D_
Психотерапевты<br />_x000D_
Специализированная литература",,2026-06-25T00:00:00,2026-06-26T23:59:59.999999,2026-06-25T00:00:00 — 2026-06-26T23:59:59.999999,Москва,Event-Холл «ИнфоПространство»,(Не задано),Интерьер и дизайн; Здравоохранение и медицина,Медицина; Неврология; Психология; Сомнология; Товары для дома и быта,100,3000,https://expomap.ru/expo/wellbeing-expo/,,no,active,ok,,3
SUNTREE 2026,международный форум для лидеров агропромышленности,,,,2026-06-29T00:00:00,2026-06-30T23:59:59.999999,2026-06-29T00:00:00 — 2026-06-30T23:59:59.999999,Москва,ВДНХ,"пр. Мира, 119с75, Москва, Россия, 129223",Пищевая индустрия; Сельское хозяйство,Пищевое оборудование; Сырье; Семена; Зерновые культуры; Технологии обработки; Масла и жиры; Семена; Растительные масла; Технологии пищевого производства,246,2000,https://expomap.ru/expo/suntree-oil-grain-expo/,,no,active,ok,,3
Медиа-Менеджер России 2026,Национальная премия,,"Наиболее интересные достижения в управлении медиабизнесом<br />
Ключевые процессы отрасли, её специфика и структура<br />
Лучшие медиа-менеджероы текущего года",,2026-07-02T00:00:00,2026-07-02T23:59:59.999999,2026-07-02T00:00:00 — 2026-07-02T23:59:59.999999,Москва,,,"Фестивали и ярмарки; Реклама, маркетинг, PR",Реклама; СМИ; PR; Премии,,,https://expomap.ru/expo/media-menedzher-rossii/,,no,active,ok,venue_address; venue_name,3
EpicCon Russia. Москва 2026,"Фестиваль фантастики, кино, косплея, комиксов и компьютерных игр",,"Комиксы<br />
Видео и компьютерные игры<br />
Игрушки<br />
Мультимедийные технологии<br />
Косплей, аниме<br />
Современная литература<br />
Игровые технологии<br />
Авторы",,2026-07-04T00:00:00,2026-07-05T23:59:59.999999,2026-07-04T00:00:00 — 2026-07-05T23:59:59.999999,Москва,,,"Развлечения, шоу-бизнес и СМИ; Культура и искусство",Развлечения; Игры; Анимация; Мультфильмы и кино для детей; Комиксы; Анимация; Игры; Компьютерные игры; Видеоигры; Комиксы; Развлечения,,,https://expomap.ru/expo/epiccon-russia-moskva/,,no,active,ok,venue_address; venue_name,3
Open Village 2026,Выставка домовладений и строительных технологий,,"Домовладения: дома с участками, полностью готовыми к комфортному проживанию",,2026-07-16T00:00:00,2026-08-09T23:59:59.999999,2026-07-16T00:00:00 — 2026-08-09T23:59:59.999999,Москва,,,Строительство; Недвижимость и девелопмент,Деревянное домостроение; Жилая недвижимость; Ландшафтный дизайн,,,https://expomap.ru/expo/open-village/,,no,active,ok,venue_address; venue_name,3
RFT EXPO 2026,Международная специализированная выставка в области моды и текстиля,,,,2026-07-29T00:00:00,2026-07-31T23:59:59.999999,2026-07-29T00:00:00 — 2026-07-31T23:59:59.999999,Москва,,,Легкая промышленность; Мода и стиль; Бизнес и стратегия,Мода; Одежда; Бизнес-партнерство; Меховые и кожаные изделия; Детская мода; Спортивная одежда; Технологии  развития; Текстиль; Женская и мужская одежда,,,https://expomap.ru/expo/rft/2026/,,no,active,ok,venue_address; venue_name,3
День поля Московской области 2026,Агропромышленная выставка,,"Семена перспективных сортов и гибридов, средства защиты растений, удобрения, корма и лекарственные препараты для животных, сельхозтехника для возделывания, уборки культур и; системы защиты растений, новые технологические и технические решения.",,2026-08-07T00:00:00,2026-08-07T23:59:59.999999,2026-08-07T00:00:00 — 2026-08-07T23:59:59.999999,Москва,,,Сельское хозяйство,АПК; Животноводство; Сельскохозяйственное оборудование; Технологии выращивания; Сельхозтехника; Сельское хозяйство; Растениеводство,,,https://expomap.ru/expo/den-polya-moskovskoj-oblasti/,,no,active,ok,venue_address; venue_name,3
InterAutoMechanica 2026,Международная выставка автомобильной индустрии,,"Запчасти и; компоненты<br />
Аксессуары и тюнинг<br />
Смазочные материалы, технические жидкости и автохимия<br />
Оборудование для диагностики, ремонта и; восстановления<br />
Аккумуляторы и; электроника<br />
Мойки и моечное оборудование<br />
Гаражное оборудование и инструмент<br />
Кузовной ремонт и лакокрасочные материалы<br />
Шины и диски<br />
ПО, телематика и IT-решения",,2026-08-18T00:00:00,2026-08-21T23:59:59.999999,2026-08-18T00:00:00 — 2026-08-21T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464",Авто и мото-индустрия,Автозапчасти; Автомеханика; Авторемонт; Тюнинг; ГСМ; Аксессуары для авто; Гаражное оборудование; Автохимия,,,https://expomap.ru/expo/interautomechanica/,,no,active,ok,,3
ИнтерАвтоМеханика 2026,Международная выставка автомобильной индустрии №1 в России,,"<p>Запчасти, автокомпоненты</p>

<p>Масла и автохимия Автоаксессуары</p>

<p>Лакокрасочные материалы</p>

<p>Гаражное и диагностическое оборудование</p>

<p>Оборудование для кузовного ремонта</p>

<p>Шины, резинотехнические изделия</p>

<p>Оборудование и комплектующие для автомоек</p>

<p>Автоэлектрика и автоэлектроника</p>",,2026-08-18T00:00:00,2026-08-21T23:59:59.999999,2026-08-18T00:00:00 — 2026-08-21T23:59:59.999999,Москва,,,"Авто и мото-индустрия; Машиностроение, автоматизация, робототехника; Промышленность; Строительство; Транспорт и логистика",Автозапчасти; Автомеханика; Авторемонт; Тюнинг; ГСМ; Автомобили; Аксессуары для авто; Гаражное оборудование; Шины; Автомобильная электроника; СТО; Автохимия,500,30000,https://expomap.ru/expo/interavtomehanika/,,no,active,ok,venue_address; venue_name,3
ComAutoTrans 2026,Международная выставка и тест-драйв коммерческого автотранспорта,,"Грузовой транспорт<br />
Лёгкие коммерческие автомобили<br />
Электротранспорт<br />
Прицепы, полуприцепы, надстройки<br />
Специальная автотехника<br />
Автозапчасти и компоненты<br />
Телематика, IT и ПО<br />
Сервисные услуги",,2026-08-18T00:00:00,2026-08-21T23:59:59.999999,2026-08-18T00:00:00 — 2026-08-21T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464",Авто и мото-индустрия; Транспорт и логистика,Автозапчасти; Коммерческий транспорт; Грузовые автомобили; Спецтехника; Автомобили; Автомобильная промышленность; Электротранспорт; Электротранспорт,500,22800,https://expomap.ru/expo/comautotrans/,,no,active,ok,,3
AutoBusExpo 2026,Международный автобусный салон,,"Городские автобусы<br />
Туристические автобусы<br />
Электротранспорт<br />
Микроавтобусы<br />
Запчасти и комплектующие<br />
Сервисные услуги",,2026-08-18T00:00:00,2026-08-21T23:59:59.999999,2026-08-18T00:00:00 — 2026-08-21T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464",Авто и мото-индустрия; Урбанистика и ЖКХ; Транспорт и логистика,Автобусы; Коммерческий транспорт; Общественный транспорт; Пассажирские перевозки; Запчасти; Электротранспорт,500,22800,https://expomap.ru/expo/autobusexpo/,,no,active,ok,,3
LeShow Москва 2026,международная выставка готовой верхней одежды и компонентов,,"Верхняя одежда из текстиля<br />
Верхняя одежда из экомеха<br />
Пальто<br />
Пуховики<br />
Верхняя одежда из кожи и меха<br />
Верхняя одежда с отделкой из меха<br />
Изделия из трикотажа &ndash; кашемира &mdash; шерсти<br />
Повседневная верхняя одежда<br />
Спортивная верхняя одежда<br />
Головные уборы<br />
Перчатки<br />
Шарфы &ndash; палантины &mdash; платки<br />
Аксессуары из кожи и меха<br />
Аксессуары из трикотажа &ndash; кашемира &ndash; шерсти<br />
Экзотическая кожа<br />
Сырье и полуфабрикат",,2026-08-19T00:00:00,2026-08-21T23:59:59.999999,2026-08-19T00:00:00 — 2026-08-21T23:59:59.999999,Москва,Main Stage,(Не задано),Легкая промышленность; Мода и стиль,Одежда; Текстильный дизайн; Меховые и кожаные изделия; Швейная промышленность; Верхняя одежда; Текстильная продукция; Кожевенное производство; Аксессуары; Женская мода; Текстиль; Мех; Фурнитура; Женская и мужская одежда,78,3231,https://expomap.ru/expo/leshow-moskva/,,no,active,ok,,3
Технологии военной медицины и реабилитации 2026,Специализированная выставка&nbsp;,,"аптечки первой помощи в полевых условиях<br />
дефибрилляторы (остановка сердца)<br />
кровоостанавливающие жгуты<br />
рюкзаки РВУ<br />
хирургические инструменты<br />
шины и воротники иммобилизационные<br />
средства для перевязки<br />
средства при переломах<br />
средства для инъекций<br />
окклюзионные пластыри и средства для пневмоторакса<br />
бескаркасные<br />
каркасные: нескладные; складные: продольно складные; поперечно складные<br />
носилки-каталки<br />
многофункциональные спасательные носилки<br />
продольно-поперечно складные носилки<br />
плащевые носилки<br />
носилки-корзина<br />
носилки-ковш",,2026-08-19T00:00:00,,2026-08-19T00:00:00,Москва,,,Оборона и безопасность; Здравоохранение и медицина,Медицина; Хирургия; Неотложная медицина; Госпитализация; Неотложная медицинская помощь; Экстренная медицинская помощь,,,https://expomap.ru/expo/technologii-voennoj-meditsiny-i-reabilitatsii/,,no,active,partial,date_end; venue_address; venue_name,3
Военно-полевая хирургия и реабилитация. 2026,Специализированная выставка&nbsp;,,"аптечки первой помощи в полевых условиях<br />
дефибрилляторы (остановка сердца)<br />
кровоостанавливающие жгуты<br />
рюкзаки РВУ<br />
хирургические инструменты<br />
шины и воротники иммобилизационные<br />
средства для перевязки<br />
средства при переломах<br />
средства для инъекций<br />
окклюзионные пластыри и средства для пневмоторакса<br />
бескаркасные<br />
каркасные: нескладные; складные: продольно складные; поперечно складные<br />
носилки-каталки<br />
многофункциональные спасательные носилки<br />
продольно-поперечно складные носилки<br />
плащевые носилки<br />
носилки-корзина<br />
носилки-ковш",,2026-08-19T00:00:00,2026-08-20T23:59:59.999999,2026-08-19T00:00:00 — 2026-08-20T23:59:59.999999,Москва,,,Оборона и безопасность,,,,https://expomap.ru/expo/voenno-polevaja-hirurgija-i-reabilitatsija/,,no,active,ok,venue_address; venue_name,3
Авто+Автомеханика Москва 2026,международная выставка автомобильной промышленности,,"<p>Автомобили</p>

<p>Тест-драйвы</p>

<p>ОЕМ и производство автомобилей</p>

<p>Автокомпоненты и Автозапчасти</p>

<p>Электроника и системы связи</p>

<p>Аксессуары и тюнинг</p>

<p>Масла и автохимия</p>

<p>Шины и диски</p>

<p>Мобильность как услуга и беспилотное управление</p>

<p>Телематика, навигационное оборудование, системы управления автопарками</p>",,2026-08-19T00:00:00,2026-08-21T23:59:59.999999,2026-08-19T00:00:00 — 2026-08-21T23:59:59.999999,Москва,,,Авто и мото-индустрия; Транспорт и логистика,Легковые автомобили; Автозапчасти; Автомеханика; Спортивные автомобили; Прицепы; Аксессуары для авто; Навигационные системы; Шины; Дорожный транспорт; Автомобильная электроника; Автомобильная промышленность; СТО; Кузовостроение; Запчасти,200,12000,https://expomap.ru/expo/avtoavtomehanika-moscow/,,no,active,ok,venue_address; venue_name,3
China Machinery Fair 2026,Национальная китайская выставка машиностроения и инновационной продукции,,"Упаковочное оборудование и материалы<br />
Электрооборудование<br />
Строительная техника<br />
Насосы и клапаны, трубопроводная арматура<br />
Станки и комплектующие<br />
Строительное оборудование и материалы<br />
Средства городской мобильности и электротранспорт",,2026-08-25T00:00:00,2026-08-27T23:59:59.999999,2026-08-25T00:00:00 — 2026-08-27T23:59:59.999999,Москва,Тимирязев Центр,"Верхняя аллея, 6, стр. 1","Машиностроение, автоматизация, робототехника; Строительство; Транспорт и логистика",Машиностроение; Стройматериалы; Транспорт; Промышленное оборудование; Промышленное оборудование; Упаковочная промышленность; Строительная техника,141,5721,https://expomap.ru/expo/china-machinery-fair/,,no,active,ok,,3
China Commodity Fair 2026,выставка потребительских товаров,,,,2026-08-25T00:00:00,2026-08-27T23:59:59.999999,2026-08-25T00:00:00 — 2026-08-27T23:59:59.999999,Москва,,,Товары для дома,Канцелярия; Товары для дома и подарки; Потребительские товары; Изделия ручной работы; Украшения и аксессуары,,,https://expomap.ru/expo/china-commodity-fair/,,no,active,ok,venue_address; venue_name,3
Euro Shoes 2026,отраслевое событие для профессионалов обувной индустрии и модного ритейла,,"<ul>
	<li>Женская и мужская обувь</li>
	<li>детская обувь</li>
	<li>аксессуары, ремни, перчатки</li>
	<li>сумки и рюкзаки</li>
	<li>головные уборы</li>
	<li>обувная фурнитура</li>
	<li>услуги логистики</li>
	<li>кожаные изделия</li>
</ul>",,2026-08-25T00:00:00,2026-08-28T23:59:59.999999,2026-08-25T00:00:00 — 2026-08-28T23:59:59.999999,Москва,Центр международной торговли Москвы (ЦМТ),"Краснопресненская набережная, 12, Москва, Россия, 123610",Легкая промышленность; Мода и стиль,Сумки; Кожгалантерея; Обувь; Аксессуары; Фурнитура; Обувная промышленность; Кожаные изделия,100,1500,https://expomap.ru/expo/euro-shoes-premiere-collection/,,no,active,ok,,3
IPSA 2026,"международная выставка промопродукции, мерча, оборудования и технологий для рекламы",,,,2026-08-27T00:00:00,2026-08-28T23:59:59.999999,2026-08-27T00:00:00 — 2026-08-28T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464","Полиграфия, издательское дело; Товары для дома; Реклама, маркетинг, PR",Реклама; Полиграфия; Рекламная продукция; Новогодние подарки и украшения; Бренды; Полиграфия; Реклама и маркетинг; Подарки и сувениры; Бизнес-подарки,,,https://expomap.ru/expo/ipsa/,,no,active,ok,,3
HOME ESTATE EXPO (Выставка новостроек) Лето 2026,выставка новостроек Москвы и ближнего Подмосковья,,"ЖК<br />_x000D_
Квартиры<br />_x000D_
Апартаменты",,2026-08-28T00:00:00,2026-08-30T23:59:59.999999,2026-08-28T00:00:00 — 2026-08-30T23:59:59.999999,Москва,Event-Холл «ИнфоПространство»,(Не задано),Недвижимость и девелопмент,Недвижимость; Жилая недвижимость; Девелопмент,,,https://expomap.ru/expo/home-estate-expo-vystavka-novostroek/,,no,active,ok,,3
CPM – Collection Première Moscow Осень 2026,"международная выставка женской, мужской и детской одежды направлений outdoor, casual, business, special occasion, home и holiday",,"Женская, мужская, детская одежда<br />
Изделия из кожи и меха<br />
Пляжная одежда<br />
Одежда для отдыха<br />
Нижнее белье<br />
Аксессуары<br />
Cпециальные разделы:<br />
CPM Premium<br />
CPM Mode Lingerie&; Swim<br />
CPM Kids<br />
CPM Fashion&; Denim<br />
CPM Accessoires",,2026-09-01T00:00:00,2026-09-04T23:59:59.999999,2026-09-01T00:00:00 — 2026-09-04T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464",Детские товары; Мода и стиль; Товары для дома,Мода; Одежда; Детская мода; Аксессуары; Женская мода; Текстиль; Женская и мужская одежда,700,22000,https://expomap.ru/expo/cpm-collection-premiere-moscow/,,no,active,ok,,3
dreams by CPM Осень 2026,"Международная выставка индустрии модного белья, пляжной одежды и товаров для дома",,"Модные комплекты нижнего белья<br />
Домашняя одежда и мода для дома<br />
Эротическое бельё и костюмы<br />
Бижутерия<br />
Эротические аксессуары<br />
Одежда для будущих мам<br />
Модная одежда для активного отдыха<br />
Спортивные аксессуары и обувь.<br />
Пляжная и купальная мода<br />
Курортная одежда",,2026-09-01T00:00:00,2026-09-04T23:59:59.999999,2026-09-01T00:00:00 — 2026-09-04T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464",Легкая промышленность; Мода и стиль,Мода; Спортивная одежда; Нижнее белье; Одежда для дома; Аксессуары; Фурнитура; Пляжная мода; Швейные изделия,700,22000,https://expomap.ru/expo/dreams-by-cpm/,,no,active,ok,,3
ОТДЫХ Leisure 2026,32-й Международный форум-выставка по туризму,,"Национальные офисы по туризму зарубежных стран<br />
Туристические агентства<br />
Деловой туризм / MICE<br />
Глэмпинги, автокемпинги<br />
Учебные заведения<br />
Региональные органы управления туризмом РФ<br />
Отели и объекты размещения<br />
Музеи и парки<br />
Туроператоры и DMC компании<br />
Туристические ассоциации<br />
Медицинский и оздоровительный туризм<br />
IT-решения для туриндустрии<br />
Индустрия развлечений<br />
Сервис и транспорт<br />
Круизные туристические продукты<br />
Страхование и банковские услуги",,2026-09-02T00:00:00,2026-09-04T23:59:59.999999,2026-09-02T00:00:00 — 2026-09-04T23:59:59.999999,Москва,Тимирязев Центр,"Верхняя аллея, 6, стр. 1","Гостиничный бизнес, HoReCa; Культура и искусство; Туризм и отдых",Отдых; Туристические услуги; Туристическая продукция; Путешествия; Туроператоры; Пляжный отдых; Туризм; Деловой туризм; Медицинский туризм; Гостиницы,200,8000,https://expomap.ru/expo/otdyh-leisure/,,no,active,ok,,3
Textile Salon Autumn 2026,Выставка тканей и фурнитуры для производства одежды,,"Ткани<br />_x000D_
Текстиль<br />_x000D_
Фурнитура",,2026-09-02T00:00:00,2026-09-04T23:59:59.999999,2026-09-02T00:00:00 — 2026-09-04T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464",Легкая промышленность; Мода и стиль,Текстильный дизайн; Текстильная продукция; Аксессуары; Текстиль; Фурнитура; Экологичные материалы; Ткани; Швейные изделия,,7000,https://expomap.ru/expo/textile-salon/,,no,active,ok,,3
Форум для proAV- и IT-специалистов - Москва 2026,,,"Проекторы и экраны<br />
Медиаплееры<br />
Конференц-системы<br />
Интерактивные панели<br />
Аудиорешения<br />
LED-решения<br />
Камеры<br />
Видеоконтроллеры",,2026-09-03T00:00:00,2026-09-03T23:59:59.999999,2026-09-03T00:00:00 — 2026-09-03T23:59:59.999999,Москва,,,IT и цифровые технологии,Автоматизация управления бизнесом; Дисплеи; Мультимедийные технологии; Телекоммуникационное оборудование; Мультимедиа,,,https://expomap.ru/expo/forum-dlya-proav-i-it-specialistov/2026/sep/,,no,active,ok,venue_address; venue_name,3
БАНИ-ЭКСПО 2026,выставка-ярмарка: от парения до строительства,,"<ul>
	<li>Чаны и купели</li>
	<li>Банные печи</li>
	<li>Фитобочки</li>
	<li>Веники и запарки</li>
	<li>Банный текстиль</li>
	<li>Косметика для бани</li>
	<li>Ароматы для пара</li>
	<li>Травяные чаи</li>
	<li>Проектирование и строительство бань</li>
	<li>Решения для компактных пространств</li>
	<li>Инфракрасные сауны</li>
	<li>Банная мебель и аксессуары</li>
	<li>Вентиляция, климат-системы и освещение</li>
	<li>Материалы и технологии</li>
</ul>",,2026-09-04T00:00:00,2026-09-05T23:59:59.999999,2026-09-04T00:00:00 — 2026-09-05T23:59:59.999999,Москва,Event Hall Даниловский,(Не задано),Туризм и отдых; Строительство; Товары для дома; Фестивали и ярмарки,Товары для дачи; Бассейны и сауны; Проектирование; Оборудование; Материалы; Гостиничная индустрия,40,5000,https://expomap.ru/expo/bani-expo/,,no,active,ok,,3
ЦветыЭкспо 2026,"Международная выставка цветов, растений, техники и технологий для цветоводства и ландшафтного дизайна",,"Цветы и растения<br />
Техника и технологии<br />
Цветочный бизнес и логистика<br />
Флористика и дизайн<br />
Сад и отдых<br />
Ландшафт и экология",,2026-09-07T00:00:00,2026-09-09T23:59:59.999999,2026-09-07T00:00:00 — 2026-09-09T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464",Ландшафт и сад; Сельское хозяйство,Ландшафтный дизайн; Семена; Удобрения; Цветоводство; Садово-парковая архитектура; Садовый инструмент,,12000,https://expomap.ru/expo/flowersexpo-tsvetyexpo/,,no,active,ok,,3
Flowers Expo 2026,выставка цветоводства и ландшафтного дизайна,,,,2026-09-07T00:00:00,2026-09-09T23:59:59.999999,2026-09-07T00:00:00 — 2026-09-09T23:59:59.999999,Москва,,,Урбанистика и ЖКХ; Экология и переработка; Ландшафт и сад,Ландшафтный дизайн; Городское оборудование и техника; Уход за растениями; Уличная мебель; Садовое оборудование; Садоводство; Озеленение; Благоустройство территории,,,https://expomap.ru/expo/flowers-expo/,,no,active,ok,venue_address; venue_name,3
ЭкваТэк 2026,"20-я международная выставка технологий и оборудования для коммунальной и промышленной водоподготовки, водоснабжения, водоотведения, очистки сточных вод, инженерных систем и насосного оборудования",,"<p>Оборудование для разведки и добычи воды</p>

<p>Оборудование для водоочистки и водоподготовки</p>

<p>Оборудование для опреснения воды</p>

<p>Оборудование для очистки сточных вод</p>

<p>Оборудование для утилизации осадков</p>

<p>Оборудование для устранения запахов</p>

<p>Материалы и химреагенты для очистки воды и сточной воды</p>

<p>Насосы и насосные станции для водоснабжения и водоотведения</p>

<p>Дренажные системы</p>

<p>Поверхностный водоотвод</p>

<p>Трубы и элементы трубопроводов</p>

<p>Оборудование для производства труб</p>

<p>Трубопроводная арматура</p>

<p>Оборудование для строительства и ремонта инженерных сетей</p>

<p>Оборудование для диагностики инженерных сетей</p>

<p>Оборудование и материалы для защиты от коррозии</p>

<p>Оборудование для горизонтального направленного бурения</p>

<p>Оборудование для санации трубопроводов</p>

<p>Оборудование для прокола и продавливания, микротоннелирования</p>

<p>Системы и оборудование для управления водными объектами</p>

<p>Системы и оборудование для измерения и контроля</p>

<p>Системы и оборудование для ресурсосбережения</p>

<p>Коммунальная техника</p>",,2026-09-08T00:00:00,2026-09-10T23:59:59.999999,2026-09-08T00:00:00 — 2026-09-10T23:59:59.999999,Москва,МВЦ «Крокус Экспо»,"МКАД 66 километр (внешн.), корпус 3, Москва, Россия, 125464",Урбанистика и ЖКХ; Экология и переработка,Очистка воздуха; Административно-хозяйственное управление; Биологические твердые вещества; Технологии очистки; Здания,500,12000,https://expomap.ru/expo/ekvatek/,,no,active,ok,,3
